delivery_id,order_id,warehouse_id,dispatch_time,delivery_time,shipping_cost
D22560,ORD12561,WH-East,2026-02-06 01:59:00,2026-02-06 04:22:00,100.22
D22561,ORD12562,WH-East,2026-01-27 04:50:00,2026-01-27 07:45:00,98.39
D22562,ORD12563,WH-North,2026-01-31 00:14:00,2026-01-31 02:21:00,40.87
D22563,ORD12564,WH-South,2026-03-29 17:27:00,2026-03-29 18:10:00,119.28
D22564,ORD12565,WH-North,2026-03-26 04:06:00,2026-03-26 07:01:00,54.2
D22565,ORD12566,WH-South,2026-01-29 20:22:00,2026-01-29 21:01:00,117.77
D22566,ORD12567,WH-South,2026-02-21 19:56:00,2026-02-21 21:11:00,100.75
D22567,ORD12568,WH-West,2026-02-10 00:59:00,2026-02-10 04:52:00,61.35
D22568,ORD12569,WH-Central,2026-02-26 11:49:00,2026-02-26 13:01:00,105.17
D22569,ORD12570,WH-South,2026-03-22 06:28:00,2026-03-22 09:23:00,106.62
D22570,ORD12571,WH-South,2026-03-03 16:17:00,2026-03-03 17:49:00,35.08
D22571,ORD12572,WH-South,2026-03-27 20:43:00,2026-03-27 21:27:00,51.72
D22572,ORD12573,WH-Central,2026-03-18 12:57:00,2026-03-18 14:16:00,37.49
D22573,ORD12574,WH-South,2026-03-13 23:35:00,2026-03-14 00:29:00,50.25
D22574,ORD12575,WH-North,2026-02-20 09:48:00,2026-02-20 12:04:00,104.96
D22575,ORD12576,WH-North,2026-03-01 14:23:00,2026-03-01 18:19:00,116.33
D22576,ORD12577,WH-North,2026-03-11 09:36:00,2026-03-11 13:52:00,80.68
D22577,ORD12578,WH-East,2026-03-13 17:02:00,2026-03-13 21:00:00,113.72
D22578,ORD12579,WH-West,2026-03-21 16:09:00,2026-03-21 17:05:00,45.82
D22579,ORD12580,WH-Central,2026-03-31 09:58:00,2026-03-31 12:05:00,36.91
D22580,ORD12581,WH-West,2026-03-11 22:43:00,2026-03-12 02:52:00,106.72
D22581,ORD12582,WH-East,2026-03-31 16:21:00,2026-03-31 20:11:00,76.77
D22582,ORD12583,WH-West,2026-03-26 12:10:00,2026-03-26 16:27:00,55.67
D22583,ORD12584,WH-Central,2026-02-12 22:32:00,,105.11
D22584,ORD12585,WH-South,2026-03-28 07:45:00,2026-03-28 10:39:00,31.71
D22585,ORD12586,WH-Central,2026-03-28 23:29:00,,47.07
D22586,ORD12587,WH-North,2026-01-31 00:53:00,2026-01-31 04:38:00,33.78
D22587,ORD12588,WH-East,2026-03-13 19:12:00,2026-03-14 00:11:00,75.46
D22588,ORD12589,WH-South,2026-03-16 03:43:00,2026-03-16 07:05:00,71.74
D22589,ORD12590,WH-North,2026-01-22 07:11:00,2026-01-22 11:09:00,36.85
D22590,ORD12591,WH-East,2026-03-20 16:04:00,2026-03-20 17:30:00,109.38
D22591,ORD12592,WH-North,2026-02-06 12:34:00,2026-02-06 16:37:00,116.11
D22592,ORD12593,WH-West,2026-03-22 12:35:00,,112.86
D22593,ORD12594,WH-East,2026-01-27 20:23:00,2026-01-27 23:31:00,102.76
D22594,ORD12595,WH-South,2026-01-05 20:33:00,2026-01-05 23:21:00,68.75
D22595,ORD12596,WH-West,2026-01-25 23:40:00,2026-01-26 01:00:00,80.63
D22596,ORD12597,WH-South,2026-03-17 09:31:00,2026-03-17 10:55:00,93.23
D22597,ORD12598,WH-North,2026-02-14 05:36:00,,86.27
D22598,ORD12599,WH-Central,2026-01-01 21:59:00,2026-01-02 01:13:00,48.8
D22599,ORD12600,WH-Central,2026-01-19 07:37:00,2026-01-19 10:03:00,49.0
D22600,ORD12601,WH-North,2026-01-31 15:09:00,2026-01-31 17:31:00,42.48
D22601,ORD12602,WH-East,2026-01-08 20:19:00,2026-01-08 22:54:00,92.37
D22602,ORD12603,WH-North,2026-03-01 19:23:00,2026-03-01 22:20:00,101.0
D22603,ORD12604,WH-South,2026-03-28 03:36:00,2026-03-28 04:14:00,44.33
D22604,ORD12605,WH-East,2026-03-24 01:39:00,2026-03-24 04:00:00,80.06
D22605,ORD12606,WH-West,2026-01-15 04:02:00,2026-01-15 08:37:00,84.56
D22606,ORD12607,WH-Central,2026-02-03 12:26:00,2026-02-03 14:50:00,105.55
D22607,ORD12608,WH-Central,2026-03-21 08:11:00,2026-03-21 09:03:00,40.12
D22608,ORD12609,WH-Central,2026-01-28 19:11:00,2026-01-28 21:54:00,48.85
D22609,ORD12610,WH-South,2026-02-27 12:17:00,,74.33
D22610,ORD12611,WH-Central,2026-02-04 22:38:00,2026-02-05 00:50:00,91.43
D22611,ORD12612,WH-East,2026-03-19 11:03:00,2026-03-19 13:01:00,42.37
D22612,ORD12613,WH-East,2026-01-02 12:23:00,2026-01-02 16:01:00,43.84
D22613,ORD12614,WH-Central,2026-01-01 18:58:00,2026-01-01 22:26:00,99.06
D22614,ORD12615,WH-West,2026-02-08 04:23:00,2026-02-08 05:13:00,105.25
D22615,ORD12616,WH-East,2026-03-18 08:52:00,2026-03-18 12:55:00,119.83
D22616,ORD12617,WH-Central,2026-01-27 14:32:00,2026-01-27 18:36:00,55.5
D22617,ORD12618,WH-West,2026-01-04 02:31:00,2026-01-04 04:13:00,73.66
D22618,ORD12619,WH-South,2026-03-22 20:11:00,,115.61
D22619,ORD12620,WH-West,2026-01-20 04:43:00,2026-01-20 08:26:00,97.18
D22620,ORD12621,WH-South,2026-03-11 02:37:00,2026-03-11 04:59:00,80.49
D22621,ORD12622,WH-West,2026-02-20 04:27:00,2026-02-20 06:42:00,80.02
D22622,ORD12623,WH-South,2026-01-15 23:14:00,2026-01-16 03:01:00,68.27
D22623,ORD12624,WH-East,2026-03-11 05:49:00,2026-03-11 10:21:00,113.62
D22624,ORD12625,WH-North,2026-01-10 05:04:00,2026-01-10 08:58:00,51.29
D22625,ORD12626,WH-West,2026-02-06 01:53:00,2026-02-06 02:36:00,82.06
D22626,ORD12627,WH-Central,2026-03-15 20:52:00,2026-03-15 22:14:00,52.95
D22627,ORD12628,WH-West,2026-03-19 00:40:00,2026-03-19 02:49:00,48.36
D22628,ORD12629,WH-South,2026-02-24 17:48:00,,71.75
D22629,ORD12630,WH-East,2026-01-25 16:48:00,2026-01-25 19:55:00,106.39
D22630,ORD12631,WH-West,2026-01-14 09:43:00,2026-01-14 13:38:00,111.25
D22631,ORD12632,WH-Central,2026-01-30 12:33:00,2026-01-30 13:07:00,82.1
D22632,ORD12633,WH-West,2026-02-15 08:42:00,2026-02-15 12:48:00,65.37
D22633,ORD12634,WH-South,2026-03-07 06:30:00,,90.43
D22634,ORD12635,WH-West,2026-01-21 01:46:00,2026-01-21 02:34:00,92.45
D22635,ORD12636,WH-West,2026-02-23 22:30:00,2026-02-24 02:24:00,103.11
D22636,ORD12637,WH-East,2026-02-05 02:31:00,2026-02-05 05:49:00,97.37
D22637,ORD12638,WH-East,2026-01-05 11:07:00,2026-01-05 16:04:00,57.51
D22638,ORD12639,WH-East,2026-02-23 21:33:00,2026-02-24 00:13:00,98.1
D22639,ORD12640,WH-Central,2026-01-21 18:44:00,2026-01-21 22:23:00,118.31
D22640,ORD12641,WH-North,2026-01-30 01:22:00,2026-01-30 02:09:00,106.74
D22641,ORD12642,WH-South,2026-02-03 20:46:00,2026-02-04 01:45:00,53.77
D22642,ORD12643,WH-West,2026-02-10 16:11:00,2026-02-10 18:42:00,37.97
D22643,ORD12644,WH-South,2026-02-03 00:25:00,2026-02-03 02:43:00,31.72
D22644,ORD12645,WH-West,2026-02-08 01:22:00,2026-02-08 05:51:00,81.91
D22645,ORD12646,WH-East,2026-03-10 21:21:00,2026-03-10 22:38:00,30.21
D22646,ORD12647,WH-Central,2026-03-22 04:21:00,2026-03-22 06:36:00,102.56
D22647,ORD12648,WH-North,2026-03-08 06:53:00,,60.36
D22648,ORD12649,WH-East,2026-01-19 05:29:00,,109.8
D22649,ORD12650,WH-North,2026-02-03 06:11:00,2026-02-03 06:49:00,63.77
D22650,ORD12651,WH-North,2026-01-21 19:12:00,2026-01-21 23:02:00,81.73
D22651,ORD12652,WH-South,2026-02-14 15:37:00,2026-02-14 16:59:00,59.44
D22652,ORD12653,WH-East,2026-01-03 06:35:00,2026-01-03 07:19:00,103.33
D22653,ORD12654,WH-South,2026-03-17 19:02:00,2026-03-17 20:35:00,66.68
D22654,ORD12655,WH-West,2026-01-21 22:58:00,2026-01-21 23:46:00,59.71
D22655,ORD12656,WH-North,2026-01-25 01:41:00,2026-01-25 05:32:00,95.97
D22656,ORD12657,WH-North,2026-01-04 12:37:00,2026-01-04 16:38:00,96.25
D22657,ORD12658,WH-North,2026-03-25 09:38:00,2026-03-25 11:11:00,65.39
D22658,ORD12659,WH-South,2026-02-19 06:44:00,2026-02-19 11:08:00,58.62
D22659,ORD12660,WH-Central,2026-03-24 15:39:00,,72.3
D22660,ORD12661,WH-West,2026-01-06 11:09:00,2026-01-06 11:59:00,37.32
D22661,ORD12662,WH-North,2026-02-23 22:51:00,,35.81
D22662,ORD12663,WH-East,2026-03-19 10:12:00,2026-03-19 13:22:00,61.2
D22663,ORD12664,WH-West,2026-01-20 23:32:00,2026-01-21 02:58:00,59.76
D22664,ORD12665,WH-West,2026-02-14 02:42:00,,31.88
D22665,ORD12666,WH-North,2026-03-30 20:49:00,2026-03-30 23:20:00,38.92
D22666,ORD12667,WH-North,2026-01-11 21:33:00,2026-01-12 01:04:00,100.41
D22667,ORD12668,WH-South,2026-03-28 23:47:00,2026-03-29 02:49:00,88.28
D22668,ORD12669,WH-South,2026-02-21 01:03:00,2026-02-21 02:19:00,83.89
D22669,ORD12670,WH-South,2026-01-15 12:02:00,2026-01-15 12:45:00,60.14
D22670,ORD12671,WH-East,2026-01-15 09:07:00,,75.64
D22671,ORD12672,WH-South,2026-01-29 15:03:00,,74.53
D22672,ORD12673,WH-Central,2026-01-07 01:18:00,,70.66
D22673,ORD12674,WH-North,2026-01-18 23:58:00,2026-01-19 01:40:00,74.71
D22674,ORD12675,WH-Central,2026-02-23 23:00:00,2026-02-24 01:13:00,112.6
D22675,ORD12676,WH-East,2026-03-03 03:16:00,2026-03-03 06:10:00,93.06
D22676,ORD12677,WH-East,2026-03-10 10:06:00,,63.32
D22677,ORD12678,WH-North,2026-02-11 01:02:00,2026-02-11 05:58:00,64.22
D22678,ORD12679,WH-East,2026-03-18 00:44:00,2026-03-18 04:05:00,97.81
D22679,ORD12680,WH-West,2026-03-20 19:31:00,2026-03-21 00:14:00,59.33
D22680,ORD12681,WH-North,2026-02-03 23:10:00,2026-02-04 00:07:00,79.15
D22681,ORD12682,WH-West,2026-01-13 08:50:00,2026-01-13 13:46:00,60.63
D22682,ORD12683,WH-West,2026-02-04 19:12:00,,71.9
D22683,ORD12684,WH-Central,2026-03-29 18:25:00,,103.49
D22684,ORD12685,WH-East,2026-01-14 11:30:00,2026-01-14 12:55:00,118.19
D22685,ORD12686,WH-East,2026-01-20 01:13:00,2026-01-20 04:55:00,86.12
D22686,ORD12687,WH-Central,2026-01-27 17:49:00,2026-01-27 21:54:00,75.7
D22687,ORD12688,WH-North,2026-03-03 17:41:00,2026-03-03 19:09:00,106.82
D22688,ORD12689,WH-East,2026-03-13 18:04:00,2026-03-13 20:23:00,81.74
D22689,ORD12690,WH-West,2026-03-09 06:28:00,2026-03-09 08:10:00,30.7
D22690,ORD12691,WH-West,2026-03-12 20:07:00,2026-03-12 23:44:00,90.1
D22691,ORD12692,WH-East,2026-01-13 10:30:00,2026-01-13 14:34:00,90.14
D22692,ORD12693,WH-West,2026-02-17 06:25:00,2026-02-17 08:22:00,98.09
D22693,ORD12694,WH-East,2026-02-05 12:08:00,2026-02-05 14:41:00,92.7
D22694,ORD12695,WH-North,2026-01-15 18:40:00,2026-01-15 19:50:00,30.09
D22695,ORD12696,WH-South,2026-03-02 19:22:00,2026-03-02 21:59:00,119.91
D22696,ORD12697,WH-North,2026-02-17 14:28:00,2026-02-17 19:23:00,88.07
D22697,ORD12698,WH-West,2026-01-25 01:21:00,2026-01-25 02:44:00,72.09
D22698,ORD12699,WH-East,2026-02-06 01:46:00,2026-02-06 02:24:00,89.73
D22699,ORD12700,WH-Central,2026-01-11 02:53:00,2026-01-11 05:14:00,114.73
D22700,ORD12701,WH-West,2026-01-10 02:53:00,2026-01-10 07:42:00,30.36
D22701,ORD12702,WH-South,2026-02-05 06:23:00,2026-02-05 10:05:00,68.23
D22702,ORD12703,WH-Central,2026-02-16 04:32:00,2026-02-16 08:58:00,44.89
D22703,ORD12704,WH-North,2026-03-14 08:44:00,2026-03-14 10:44:00,53.76
D22704,ORD12705,WH-East,2026-01-08 20:36:00,,65.7
D22705,ORD12706,WH-West,2026-03-08 08:32:00,,103.83
D22706,ORD12707,WH-West,2026-03-21 05:56:00,2026-03-21 08:39:00,85.1
D22707,ORD12708,WH-North,2026-01-02 07:28:00,2026-01-02 09:24:00,98.22
D22708,ORD12709,WH-East,2026-01-16 21:33:00,2026-01-17 00:20:00,78.96
D22709,ORD12710,WH-Central,2026-01-04 15:19:00,2026-01-04 17:17:00,108.95
D22710,ORD12711,WH-North,2026-02-23 18:48:00,,35.85
D22711,ORD12712,WH-Central,2026-01-07 19:57:00,,85.5
D22712,ORD12713,WH-West,2026-03-06 00:08:00,2026-03-06 04:01:00,37.48
D22713,ORD12714,WH-South,2026-01-19 20:54:00,2026-01-20 01:31:00,89.01
D22714,ORD12715,WH-Central,2026-02-28 02:36:00,2026-02-28 03:42:00,97.75
D22715,ORD12716,WH-West,2026-01-04 06:21:00,,74.29
D22716,ORD12717,WH-West,2026-03-01 17:15:00,2026-03-01 20:17:00,46.18
D22717,ORD12718,WH-East,2026-03-25 01:42:00,2026-03-25 04:06:00,52.1
D22718,ORD12719,WH-South,2026-01-28 17:35:00,2026-01-28 22:08:00,41.93
D22719,ORD12720,WH-Central,2026-01-06 00:52:00,2026-01-06 04:02:00,75.3
D22720,ORD12721,WH-South,2026-02-10 08:46:00,,36.38
D22721,ORD12722,WH-West,2026-02-19 02:33:00,2026-02-19 05:53:00,35.02
D22722,ORD12723,WH-North,2026-03-08 18:14:00,2026-03-08 19:51:00,78.97
D22723,ORD12724,WH-North,2026-03-30 12:01:00,2026-03-30 16:07:00,99.74
D22724,ORD12725,WH-Central,2026-03-22 04:38:00,,43.35
D22725,ORD12726,WH-East,2026-03-19 06:35:00,2026-03-19 09:11:00,91.47
D22726,ORD12727,WH-Central,2026-02-25 02:13:00,2026-02-25 04:33:00,41.06
D22727,ORD12728,WH-East,2026-01-26 18:11:00,,96.67
D22728,ORD12729,WH-Central,2026-01-01 05:04:00,2026-01-01 07:48:00,40.3
D22729,ORD12730,WH-North,2026-02-26 10:19:00,2026-02-26 13:36:00,114.85
D22730,ORD12731,WH-South,2026-01-15 13:13:00,2026-01-15 17:23:00,109.28
D22731,ORD12732,WH-West,2026-02-23 00:00:00,,76.93
D22732,ORD12733,WH-South,2026-02-25 13:53:00,2026-02-25 17:27:00,107.91
D22733,ORD12734,WH-Central,2026-03-06 05:53:00,2026-03-06 07:47:00,83.57
D22734,ORD12735,WH-East,2026-03-16 05:35:00,2026-03-16 06:59:00,40.16
D22735,ORD12736,WH-West,2026-02-01 14:17:00,2026-02-01 15:53:00,96.77
D22736,ORD12737,WH-North,2026-01-08 02:03:00,2026-01-08 06:45:00,30.24
D22737,ORD12738,WH-West,2026-01-25 04:31:00,2026-01-25 05:43:00,90.08
D22738,ORD12739,WH-Central,2026-02-02 04:46:00,2026-02-02 05:44:00,44.96
D22739,ORD12740,WH-West,2026-01-25 14:47:00,2026-01-25 15:34:00,73.46
D22740,ORD12741,WH-East,2026-02-03 23:19:00,2026-02-04 00:25:00,83.2
D22741,ORD12742,WH-North,2026-01-07 21:28:00,2026-01-07 22:52:00,90.16
D22742,ORD12743,WH-West,2026-01-31 07:05:00,2026-01-31 10:22:00,63.07
D22743,ORD12744,WH-Central,2026-01-25 03:19:00,2026-01-25 04:32:00,45.8
D22744,ORD12745,WH-South,2026-03-19 07:24:00,,62.51
D22745,ORD12746,WH-Central,2026-01-24 21:50:00,2026-01-25 00:29:00,58.85
D22746,ORD12747,WH-South,2026-01-15 14:16:00,,62.14
D22747,ORD12748,WH-West,2026-01-09 17:36:00,2026-01-09 18:47:00,105.12
D22748,ORD12749,WH-North,2026-03-17 03:29:00,2026-03-17 05:44:00,34.19
D22749,ORD12750,WH-North,2026-02-15 19:37:00,,56.19
D22750,ORD12751,WH-West,2026-03-31 18:04:00,,109.24
D22751,ORD12752,WH-South,2026-03-06 20:21:00,2026-03-06 23:19:00,84.07
D22752,ORD12753,WH-Central,2026-01-20 08:54:00,2026-01-20 13:03:00,90.93
D22753,ORD12754,WH-West,2026-01-22 20:06:00,2026-01-23 00:34:00,55.84
D22754,ORD12755,WH-East,2026-03-11 02:18:00,2026-03-11 04:31:00,104.08
D22755,ORD12756,WH-North,2026-02-20 21:46:00,2026-02-20 23:56:00,100.64
D22756,ORD12757,WH-West,2026-01-15 17:32:00,2026-01-15 20:33:00,53.2
D22757,ORD12758,WH-South,2026-03-27 08:14:00,2026-03-27 12:46:00,75.88
D22758,ORD12759,WH-South,2026-02-17 23:21:00,2026-02-18 01:03:00,66.27
D22759,ORD12760,WH-East,2026-01-15 14:51:00,2026-01-15 17:44:00,87.55
D22760,ORD12761,WH-East,2026-03-18 06:43:00,2026-03-18 08:25:00,39.41
D22761,ORD12762,WH-South,2026-03-09 19:49:00,2026-03-09 21:15:00,110.64
D22762,ORD12763,WH-Central,2026-03-27 10:47:00,2026-03-27 14:50:00,41.11
D22763,ORD12764,WH-South,2026-01-27 14:01:00,2026-01-27 16:46:00,55.46
D22764,ORD12765,WH-East,2026-01-19 15:07:00,2026-01-19 15:41:00,94.37
D22765,ORD12766,WH-North,2026-02-13 01:06:00,2026-02-13 04:18:00,36.49
D22766,ORD12767,WH-Central,2026-01-24 02:27:00,2026-01-24 07:02:00,53.66
D22767,ORD12768,WH-Central,2026-02-10 10:38:00,2026-02-10 15:16:00,60.5
D22768,ORD12769,WH-East,2026-03-20 06:50:00,2026-03-20 09:27:00,92.27
D22769,ORD12770,WH-North,2026-03-06 23:17:00,,40.11
D22770,ORD12771,WH-West,2026-01-18 03:27:00,2026-01-18 07:31:00,54.16
D22771,ORD12772,WH-South,2026-02-23 20:04:00,,107.2
D22772,ORD12773,WH-East,2026-01-26 06:36:00,,65.63
D22773,ORD12774,WH-East,2026-02-17 01:20:00,2026-02-17 05:11:00,67.21
D22774,ORD12775,WH-Central,2026-03-26 20:23:00,2026-03-26 23:03:00,119.04
D22775,ORD12776,WH-East,2026-02-09 16:54:00,2026-02-09 17:57:00,84.53
D22776,ORD12777,WH-West,2026-03-14 21:31:00,2026-03-14 22:10:00,50.8
D22777,ORD12778,WH-North,2026-02-26 13:27:00,2026-02-26 18:25:00,76.0
D22778,ORD12779,WH-North,2026-02-20 23:16:00,,95.59
D22779,ORD12780,WH-West,2026-03-10 05:56:00,2026-03-10 08:22:00,110.42
D22780,ORD12781,WH-East,2026-01-25 20:33:00,2026-01-25 22:12:00,45.16
D22781,ORD12782,WH-East,2026-03-03 08:17:00,2026-03-03 11:27:00,77.13
D22782,ORD12783,WH-North,2026-02-27 02:11:00,,48.1
D22783,ORD12784,WH-Central,2026-01-26 06:32:00,2026-01-26 10:25:00,108.64
D22784,ORD12785,WH-Central,2026-01-13 22:44:00,2026-01-14 01:34:00,90.02
D22785,ORD12786,WH-South,2026-01-24 12:28:00,2026-01-24 16:07:00,73.42
D22786,ORD12787,WH-East,2026-01-05 12:28:00,2026-01-05 15:36:00,57.78
D22787,ORD12788,WH-North,2026-01-09 01:09:00,2026-01-09 01:42:00,91.36
D22788,ORD12789,WH-Central,2026-01-14 04:56:00,2026-01-14 07:45:00,44.88
D22789,ORD12790,WH-East,2026-03-09 12:54:00,2026-03-09 14:02:00,58.84
D22790,ORD12791,WH-South,2026-01-13 03:05:00,2026-01-13 05:35:00,76.17
D22791,ORD12792,WH-Central,2026-01-21 06:51:00,2026-01-21 10:54:00,32.82
D22792,ORD12793,WH-West,2026-02-09 09:43:00,2026-02-09 13:34:00,108.99
D22793,ORD12794,WH-North,2026-02-28 15:33:00,,48.2
D22794,ORD12795,WH-Central,2026-02-19 16:24:00,2026-02-19 18:53:00,40.1
D22795,ORD12796,WH-South,2026-03-03 04:12:00,2026-03-03 05:38:00,91.05
D22796,ORD12797,WH-Central,2026-03-18 07:21:00,2026-03-18 08:17:00,88.92
D22797,ORD12798,WH-West,2026-03-20 23:46:00,2026-03-21 01:30:00,41.68
D22798,ORD12799,WH-West,2026-01-28 01:38:00,2026-01-28 04:25:00,32.3
D22799,ORD12800,WH-North,2026-01-29 08:24:00,2026-01-29 11:53:00,93.08
D22800,ORD12801,WH-Central,2026-02-23 14:35:00,2026-02-23 16:31:00,96.16
D22801,ORD12802,WH-South,2026-02-17 08:20:00,2026-02-17 12:02:00,49.97
D22802,ORD12803,WH-South,2026-02-16 00:12:00,2026-02-16 02:00:00,39.28
D22803,ORD12804,WH-East,2026-01-20 21:26:00,,118.23
D22804,ORD12805,WH-Central,2026-02-11 20:40:00,2026-02-12 00:48:00,66.68
D22805,ORD12806,WH-North,2026-02-11 23:02:00,2026-02-12 00:59:00,58.45
D22806,ORD12807,WH-East,2026-02-18 07:43:00,2026-02-18 08:59:00,38.83
D22807,ORD12808,WH-Central,2026-01-24 17:57:00,2026-01-24 19:18:00,55.43
D22808,ORD12809,WH-Central,2026-03-21 00:30:00,2026-03-21 01:55:00,70.02
D22809,ORD12810,WH-North,2026-02-10 21:48:00,2026-02-11 01:11:00,58.8
D22810,ORD12811,WH-East,2026-01-16 09:13:00,2026-01-16 10:57:00,59.29
D22811,ORD12812,WH-East,2026-01-08 08:53:00,2026-01-08 09:26:00,62.68
D22812,ORD12813,WH-North,2026-03-21 04:01:00,2026-03-21 07:24:00,30.1
D22813,ORD12814,WH-West,2026-01-26 10:48:00,2026-01-26 12:39:00,46.31
D22814,ORD12815,WH-East,2026-03-08 19:00:00,2026-03-08 20:31:00,118.37
D22815,ORD12816,WH-South,2026-01-31 02:43:00,2026-01-31 06:17:00,75.81
D22816,ORD12817,WH-South,2026-02-25 04:03:00,2026-02-25 06:41:00,52.48
D22817,ORD12818,WH-North,2026-02-10 11:16:00,2026-02-10 16:05:00,94.74
D22818,ORD12819,WH-Central,2026-01-24 03:29:00,2026-01-24 06:36:00,74.16
D22819,ORD12820,WH-Central,2026-02-21 19:00:00,2026-02-21 22:05:00,82.44
D22820,ORD12821,WH-South,2026-03-17 10:23:00,2026-03-17 13:47:00,98.46
D22821,ORD12822,WH-Central,2026-01-17 19:43:00,2026-01-17 21:06:00,60.64
D22822,ORD12823,WH-South,2026-02-17 21:24:00,2026-02-17 23:11:00,114.63
D22823,ORD12824,WH-West,2026-01-10 21:33:00,2026-01-10 22:24:00,71.49
D22824,ORD12825,WH-Central,2026-01-23 14:21:00,2026-01-23 15:08:00,30.7
D22825,ORD12826,WH-Central,2026-01-03 22:56:00,2026-01-03 23:51:00,77.68
D22826,ORD12827,WH-Central,2026-03-14 22:45:00,2026-03-15 00:58:00,100.9
D22827,ORD12828,WH-East,2026-03-29 10:30:00,2026-03-29 12:04:00,35.63
D22828,ORD12829,WH-South,2026-01-30 03:15:00,2026-01-30 05:44:00,112.48
D22829,ORD12830,WH-Central,2026-03-14 21:52:00,2026-03-14 23:33:00,95.33
D22830,ORD12831,WH-East,2026-01-25 08:45:00,2026-01-25 10:58:00,34.49
D22831,ORD12832,WH-North,2026-01-21 18:23:00,2026-01-21 22:56:00,117.88
D22832,ORD12833,WH-South,2026-01-15 11:50:00,2026-01-15 15:18:00,55.14
D22833,ORD12834,WH-West,2026-01-24 03:18:00,,114.31
D22834,ORD12835,WH-East,2026-01-23 14:07:00,2026-01-23 15:23:00,45.3
D22835,ORD12836,WH-South,2026-01-12 12:38:00,2026-01-12 16:08:00,50.52
D22836,ORD12837,WH-Central,2026-03-17 11:09:00,2026-03-17 11:56:00,108.17
D22837,ORD12838,WH-West,2026-02-13 17:35:00,2026-02-13 21:27:00,47.76
D22838,ORD12839,WH-Central,2026-03-16 01:42:00,2026-03-16 05:57:00,97.39
D22839,ORD12840,WH-South,2026-02-24 23:41:00,2026-02-25 01:37:00,39.61
D22840,ORD12841,WH-Central,2026-03-14 23:17:00,2026-03-15 02:18:00,30.3
D22841,ORD12842,WH-Central,2026-03-09 19:19:00,2026-03-09 22:40:00,94.07
D22842,ORD12843,WH-South,2026-01-17 02:12:00,,32.52
D22843,ORD12844,WH-East,2026-03-15 02:29:00,2026-03-15 05:52:00,78.67
D22844,ORD12845,WH-West,2026-01-16 08:33:00,2026-01-16 12:38:00,60.87
D22845,ORD12846,WH-North,2026-03-01 06:11:00,2026-03-01 09:30:00,118.4
D22846,ORD12847,WH-South,2026-01-19 12:10:00,2026-01-19 13:05:00,96.42
D22847,ORD12848,WH-North,2026-02-07 05:52:00,2026-02-07 08:13:00,95.62
D22848,ORD12849,WH-Central,2026-01-24 01:24:00,2026-01-24 03:35:00,116.57
D22849,ORD12850,WH-North,2026-03-18 19:44:00,,57.77
D22850,ORD12851,WH-East,2026-02-06 17:14:00,2026-02-06 22:02:00,41.16
D22851,ORD12852,WH-North,2026-01-11 14:52:00,2026-01-11 17:01:00,76.11
D22852,ORD12853,WH-Central,2026-02-22 20:24:00,2026-02-23 00:25:00,73.88
D22853,ORD12854,WH-North,2026-03-22 00:51:00,2026-03-22 05:38:00,111.97
D22854,ORD12855,WH-South,2026-01-03 15:33:00,2026-01-03 18:44:00,54.24
D22855,ORD12856,WH-East,2026-02-15 02:52:00,2026-02-15 05:06:00,34.11
D22856,ORD12857,WH-North,2026-03-05 16:13:00,,58.42
D22857,ORD12858,WH-South,2026-02-07 00:38:00,2026-02-07 03:25:00,56.68
D22858,ORD12859,WH-North,2026-02-17 18:12:00,,37.86
D22859,ORD12860,WH-East,2026-01-19 05:53:00,2026-01-19 07:08:00,54.32
D22860,ORD12861,WH-Central,2026-03-07 15:04:00,2026-03-07 18:47:00,60.72
D22861,ORD12862,WH-West,2026-01-13 14:11:00,2026-01-13 15:17:00,117.3
D22862,ORD12863,WH-North,2026-01-25 11:35:00,2026-01-25 12:52:00,68.7
D22863,ORD12864,WH-East,2026-02-02 06:53:00,2026-02-02 10:04:00,30.44
D22864,ORD12865,WH-East,2026-02-28 12:14:00,2026-02-28 15:42:00,116.59
D22865,ORD12866,WH-South,2026-01-04 10:58:00,2026-01-04 13:30:00,84.92
D22866,ORD12867,WH-West,2026-02-15 07:20:00,2026-02-15 12:16:00,33.05
D22867,ORD12868,WH-East,2026-01-03 05:32:00,2026-01-03 08:33:00,37.92
D22868,ORD12869,WH-North,2026-02-05 18:40:00,,97.5
D22869,ORD12870,WH-East,2026-03-12 14:11:00,2026-03-12 14:47:00,71.15
D22870,ORD12871,WH-West,2026-02-20 22:02:00,2026-02-21 01:40:00,57.54
D22871,ORD12872,WH-South,2026-02-12 06:20:00,2026-02-12 08:03:00,40.79
D22872,ORD12873,WH-South,2026-01-16 23:06:00,2026-01-17 01:31:00,59.66
D22873,ORD12874,WH-South,2026-02-03 23:17:00,2026-02-04 00:22:00,36.21
D22874,ORD12875,WH-East,2026-01-15 22:48:00,2026-01-15 23:22:00,45.1
D22875,ORD12876,WH-South,2026-01-28 18:32:00,2026-01-28 20:06:00,36.56
D22876,ORD12877,WH-East,2026-03-23 16:20:00,2026-03-23 19:45:00,55.08
D22877,ORD12878,WH-South,2026-01-16 02:13:00,2026-01-16 03:01:00,39.19
D22878,ORD12879,WH-South,2026-01-10 15:16:00,2026-01-10 20:11:00,40.36
D22879,ORD12880,WH-Central,2026-03-02 14:37:00,2026-03-02 18:41:00,89.34
